Annee,Commune,Pluie_Semis_mm,Max_Jours_Secs_Semis,Pluie_Floraison_mm,Max_Jours_Secs_Floraison,Pluie_Maturation_mm,Max_Jours_Secs_Maturation,Rendement_kg_ha,pH_Sol,Argile_Perc,Azote_g_kg,Pluie_Totale_mm,Temp_Max_Moy_C,Temp_Min_Moy_C,Radiation_Solaire_MJ,Humidite_Relative_Perc,ETP_mm,Bilan_Hydrique_mm
2014,MALANVILLE,177.84,5,369.58,1,29.94,42,723.65,6.2,22.5,1.25,577.36,35.8,24.299999999999997,17.5,84.0,1100.0,-522.64
2015,MALANVILLE,128.67,6,474.4,2,49.6,50,800.64,6.2,22.5,1.25,652.67,35.8,24.299999999999997,17.5,84.0,1100.0,-447.33
2016,MALANVILLE,201.83,9,289.19,5,6.73,47,1024.04,6.2,22.5,1.25,497.75,35.8,24.299999999999997,17.5,84.0,1100.0,-602.25
2017,MALANVILLE,250.11,4,319.75,8,25.26,53,1233.47,6.2,22.5,1.25,595.12,35.8,24.299999999999997,17.5,84.0,1100.0,-504.88
2018,MALANVILLE,197.78,4,331.55,2,48.64,32,981.55,6.2,22.5,1.25,577.97,35.8,24.299999999999997,17.5,84.0,1100.0,-522.03
2019,MALANVILLE,238.71,4,302.73,2,51.11,32,1308.11,6.2,22.5,1.25,592.5500000000001,35.8,24.299999999999997,17.5,84.0,1100.0,-507.44999999999993
2020,MALANVILLE,234.01,7,412.28,2,56.0,43,1323.34,6.2,22.5,1.25,702.29,35.8,24.299999999999997,17.5,84.0,1100.0,-397.71
2010,SÉGBANA,340.19,0,505.61,1,121.95,34,730.07,6.2,22.5,1.25,967.75,34.6,23.1,17.5,84.0,1100.0,-132.25
2011,SÉGBANA,251.95,2,409.12,2,53.16,46,678.15,6.2,22.5,1.25,714.2299999999999,34.6,23.1,17.5,84.0,1100.0,-385.7700000000001
2012,SÉGBANA,373.94,2,473.89,1,42.1,44,684.05,6.2,22.5,1.25,889.93,34.6,23.1,17.5,84.0,1100.0,-210.07000000000005
2013,SÉGBANA,270.38,1,317.0,1,48.43,44,953.07,6.2,22.5,1.25,635.81,34.6,23.1,17.5,84.0,1100.0,-464.19000000000005
2014,SÉGBANA,195.46,6,494.71,0,40.18,32,891.8,6.2,22.5,1.25,730.3499999999999,34.6,23.1,17.5,84.0,1100.0,-369.6500000000001
2015,SÉGBANA,227.76,5,570.39,1,60.58,32,649.07,6.2,22.5,1.25,858.73,34.6,23.1,17.5,84.0,1100.0,-241.27
2016,SÉGBANA,286.58,4,431.52,2,30.07,46,936.4,6.2,22.5,1.25,748.17,34.6,23.1,17.5,84.0,1100.0,-351.83000000000004
2017,SÉGBANA,471.1,2,563.53,2,38.99,49,949.03,6.2,22.5,1.25,1073.62,34.6,23.1,17.5,84.0,1100.0,-26.37999999999988
2018,SÉGBANA,569.34,1,483.88,1,80.91,32,896.47,6.2,22.5,1.25,1134.13,34.6,23.1,17.5,84.0,1100.0,34.13000000000011
2019,SÉGBANA,334.24,2,514.56,1,143.24,30,935.51,6.2,22.5,1.25,992.04,34.6,23.1,17.5,84.0,1100.0,-107.96000000000004
2020,SÉGBANA,339.01,3,664.7,2,115.0,43,1123.04,6.2,22.5,1.25,1118.71,34.6,23.1,17.5,84.0,1100.0,18.71000000000004
2010,ABOMEY,335.25,3,418.67,4,253.96,9,600.0,6.2,22.5,1.25,1007.88,32.2,22.700000000000003,17.5,84.0,1100.0,-92.11999999999988
2011,ABOMEY,394.91,3,298.42,1,226.32,15,551.55,6.2,22.5,1.25,919.65,32.2,22.700000000000003,17.5,84.0,1100.0,-180.3499999999999
2012,ABOMEY,342.93,1,249.59,5,200.89,6,564.5,6.2,22.5,1.25,793.41,32.2,22.700000000000003,17.5,84.0,1100.0,-306.59000000000003
2013,ABOMEY,212.25,4,191.13,7,157.61,15,625.08,6.2,22.5,1.25,560.99,32.2,22.700000000000003,17.5,84.0,1100.0,-539.01
2014,ABOMEY,241.4,10,430.31,5,159.13,19,316.56,6.2,22.5,1.25,830.84,32.2,22.700000000000003,17.5,84.0,1100.0,-269.16
2015,ABOMEY,211.28,3,179.32,4,135.27,20,499.77,6.2,22.5,1.25,525.87,32.2,22.700000000000003,17.5,84.0,1100.0,-574.13
2016,ABOMEY,278.73,1,287.99,1,131.98,17,889.59,6.2,22.5,1.25,698.7,32.2,22.700000000000003,17.5,84.0,1100.0,-401.3
2017,ABOMEY,411.7,3,266.82,2,91.14,10,827.24,6.2,22.5,1.25,769.66,32.2,22.700000000000003,17.5,84.0,1100.0,-330.34000000000003
2018,ABOMEY,307.11,2,373.21,4,166.96,15,623.4,6.2,22.5,1.25,847.28,32.2,22.700000000000003,17.5,84.0,1100.0,-252.72000000000003
2019,ABOMEY,371.16,5,378.32,4,328.25,9,540.03,6.2,22.5,1.25,1077.73,32.2,22.700000000000003,17.5,84.0,1100.0,-22.269999999999985
2020,ABOMEY,426.65,2,235.86,13,183.04,14,364.8,6.2,22.5,1.25,845.55,32.2,22.700000000000003,17.5,84.0,1100.0,-254.45000000000005
2010,AGBANGNIZOUN,335.25,3,418.67,4,253.96,9,666.67,6.2,22.5,1.25,1007.88,32.1,22.6,17.5,84.0,1100.0,-92.11999999999988
2011,AGBANGNIZOUN,394.91,3,298.42,1,226.32,15,590.64,6.2,22.5,1.25,919.65,32.1,22.6,17.5,84.0,1100.0,-180.3499999999999
2012,AGBANGNIZOUN,342.93,1,249.59,5,200.89,6,668.63,6.2,22.5,1.25,793.41,32.1,22.6,17.5,84.0,1100.0,-306.59000000000003
2013,AGBANGNIZOUN,212.25,4,191.13,7,157.61,15,566.11,6.2,22.5,1.25,560.99,32.1,22.6,17.5,84.0,1100.0,-539.01
2014,AGBANGNIZOUN,241.4,10,430.31,5,159.13,19,494.93,6.2,22.5,1.25,830.84,32.1,22.6,17.5,84.0,1100.0,-269.16
2015,AGBANGNIZOUN,211.28,3,179.32,4,135.27,20,1021.85,6.2,22.5,1.25,525.87,32.1,22.6,17.5,84.0,1100.0,-574.13
2016,AGBANGNIZOUN,278.73,1,287.99,1,131.98,17,985.11,6.2,22.5,1.25,698.7,32.1,22.6,17.5,84.0,1100.0,-401.3
2017,AGBANGNIZOUN,411.7,3,266.82,2,91.14,10,667.46,6.2,22.5,1.25,769.66,32.1,22.6,17.5,84.0,1100.0,-330.34000000000003
2018,AGBANGNIZOUN,307.11,2,373.21,4,166.96,15,593.45,6.2,22.5,1.25,847.28,32.1,22.6,17.5,84.0,1100.0,-252.72000000000003
2019,AGBANGNIZOUN,371.16,5,378.32,4,328.25,9,884.95,6.2,22.5,1.25,1077.73,32.1,22.6,17.5,84.0,1100.0,-22.269999999999985
2020,AGBANGNIZOUN,426.65,2,235.86,13,183.04,14,887.26,6.2,22.5,1.25,845.55,32.1,22.6,17.5,84.0,1100.0,-254.45000000000005
2010,BOHICON,335.25,3,418.67,4,253.96,9,1035.844705882353,6.2,22.5,1.25,1007.88,32.2,22.700000000000003,17.5,84.0,1100.0,-92.11999999999988
2011,BOHICON,394.91,3,298.42,1,226.32,15,862.1147727272728,6.2,22.5,1.25,919.65,32.2,22.700000000000003,17.5,84.0,1100.0,-180.3499999999999
2012,BOHICON,342.93,1,249.59,5,200.89,6,561.52,6.2,22.5,1.25,793.41,32.2,22.700000000000003,17.5,84.0,1100.0,-306.59000000000003
2013,BOHICON,212.25,4,191.13,7,157.61,15,470.99,6.2,22.5,1.25,560.99,32.2,22.700000000000003,17.5,84.0,1100.0,-539.01
2014,BOHICON,241.4,10,430.31,5,159.13,19,610.2,6.2,22.5,1.25,830.84,32.2,22.700000000000003,17.5,84.0,1100.0,-269.16
2015,BOHICON,211.28,3,179.32,4,135.27,20,463.15,6.2,22.5,1.25,525.87,32.2,22.700000000000003,17.5,84.0,1100.0,-574.13
2016,BOHICON,278.73,1,287.99,1,131.98,17,575.81,6.2,22.5,1.25,698.7,32.2,22.700000000000003,17.5,84.0,1100.0,-401.3
2017,BOHICON,411.7,3,266.82,2,91.14,10,611.56,6.2,22.5,1.25,769.66,32.2,22.700000000000003,17.5,84.0,1100.0,-330.34000000000003
2018,BOHICON,307.11,2,373.21,4,166.96,15,889.69,6.2,22.5,1.25,847.28,32.2,22.700000000000003,17.5,84.0,1100.0,-252.72000000000003
2019,BOHICON,371.16,5,378.32,4,328.25,9,791.06,6.2,22.5,1.25,1077.73,32.2,22.700000000000003,17.5,84.0,1100.0,-22.269999999999985
2020,BOHICON,426.65,2,235.86,13,183.04,14,577.51,6.2,22.5,1.25,845.55,32.2,22.700000000000003,17.5,84.0,1100.0,-254.45000000000005
2010,COVÈ,404.21,2,601.58,3,295.84,5,1035.844705882353,6.2,22.5,1.25,1301.63,32.4,22.9,17.5,84.0,1100.0,201.62999999999988
2011,COVÈ,419.93,3,343.73,2,284.11,5,725.1,6.2,22.5,1.25,1047.77,32.4,22.9,17.5,84.0,1100.0,-52.23000000000002
2012,COVÈ,374.85,1,333.99,4,286.43,3,660.09,6.2,22.5,1.25,995.27,32.4,22.9,17.5,84.0,1100.0,-104.73000000000002
2013,COVÈ,287.62,3,223.51,10,171.79,15,726.17,6.2,22.5,1.25,682.92,32.4,22.9,17.5,84.0,1100.0,-417.08
2014,COVÈ,296.14,5,443.28,5,250.5,9,917.38,6.2,22.5,1.25,989.92,32.4,22.9,17.5,84.0,1100.0,-110.08000000000004
2015,COVÈ,254.22,3,208.95,4,163.41,16,813.03,6.2,22.5,1.25,626.5799999999999,32.4,22.9,17.5,84.0,1100.0,-473.4200000000001
2016,COVÈ,286.95,1,423.55,2,193.38,9,830.78,6.2,22.5,1.25,903.88,32.4,22.9,17.5,84.0,1100.0,-196.12
2017,COVÈ,463.67,3,296.08,2,126.0,10,727.98,6.2,22.5,1.25,885.75,32.4,22.9,17.5,84.0,1100.0,-214.25
2018,COVÈ,338.48,1,497.99,5,228.28,5,1068.97,6.2,22.5,1.25,1064.75,32.4,22.9,17.5,84.0,1100.0,-35.25
2019,COVÈ,424.48,4,450.43,3,459.97,5,800.91,6.2,22.5,1.25,1334.88,32.4,22.9,17.5,84.0,1100.0,234.8800000000001
2020,COVÈ,507.43,2,370.77,12,211.57,10,1476.13,6.2,22.5,1.25,1089.77,32.4,22.9,17.5,84.0,1100.0,-10.230000000000018
2010,DJIDJA,351.86,3,506.82,4,226.15,9,937.5,6.2,22.5,1.25,1084.8300000000002,32.5,23.0,17.5,84.0,1100.0,-15.169999999999844
2011,DJIDJA,387.46,2,421.23,1,198.06,15,801.94,6.2,22.5,1.25,1006.75,32.5,23.0,17.5,84.0,1100.0,-93.25
2012,DJIDJA,373.38,1,308.72,2,193.16,6,779.72,6.2,22.5,1.25,875.26,32.5,23.0,17.5,84.0,1100.0,-224.74
2013,DJIDJA,255.41,7,246.77,6,167.09,17,810.7,6.2,22.5,1.25,669.27,32.5,23.0,17.5,84.0,1100.0,-430.73
2014,DJIDJA,278.63,5,504.15,3,167.4,20,763.97,6.2,22.5,1.25,950.18,32.5,23.0,17.5,84.0,1100.0,-149.82000000000005
2015,DJIDJA,251.24,2,287.84,1,137.08,20,540.65,6.2,22.5,1.25,676.16,32.5,23.0,17.5,84.0,1100.0,-423.84
2016,DJIDJA,369.76,1,396.12,0,128.66,29,776.38,6.2,22.5,1.25,894.54,32.5,23.0,17.5,84.0,1100.0,-205.46000000000004
2017,DJIDJA,537.16,3,337.48,2,98.38,21,858.49,6.2,22.5,1.25,973.02,32.5,23.0,17.5,84.0,1100.0,-126.98000000000002
2018,DJIDJA,361.68,2,526.12,3,174.29,20,870.05,6.2,22.5,1.25,1062.09,32.5,23.0,17.5,84.0,1100.0,-37.91000000000008
2019,DJIDJA,434.65,5,499.85,3,344.36,9,992.63,6.2,22.5,1.25,1278.86,32.5,23.0,17.5,84.0,1100.0,178.86000000000013
2020,DJIDJA,429.69,1,279.95,12,262.03,15,887.24,6.2,22.5,1.25,971.67,32.5,23.0,17.5,84.0,1100.0,-128.33000000000004
2010,OUINHI,404.21,2,601.58,3,295.84,5,680.0,6.2,22.5,1.25,1301.63,32.0,22.5,17.5,84.0,1100.0,201.62999999999988
2011,OUINHI,419.93,3,343.73,2,284.11,5,615.25,6.2,22.5,1.25,1047.77,32.0,22.5,17.5,84.0,1100.0,-52.23000000000002
2012,OUINHI,374.85,1,333.99,4,286.43,3,688.72,6.2,22.5,1.25,995.27,32.0,22.5,17.5,84.0,1100.0,-104.73000000000002
2013,OUINHI,287.62,3,223.51,10,171.79,15,471.34,6.2,22.5,1.25,682.92,32.0,22.5,17.5,84.0,1100.0,-417.08
2014,OUINHI,296.14,5,443.28,5,250.5,9,686.08,6.2,22.5,1.25,989.92,32.0,22.5,17.5,84.0,1100.0,-110.08000000000004
2015,OUINHI,254.22,3,208.95,4,163.41,16,690.26,6.2,22.5,1.25,626.5799999999999,32.0,22.5,17.5,84.0,1100.0,-473.4200000000001
2016,OUINHI,286.95,1,423.55,2,193.38,9,809.62,6.2,22.5,1.25,903.88,32.0,22.5,17.5,84.0,1100.0,-196.12
2017,OUINHI,463.67,3,296.08,2,126.0,10,655.64,6.2,22.5,1.25,885.75,32.0,22.5,17.5,84.0,1100.0,-214.25
2018,OUINHI,338.48,1,497.99,5,228.28,5,881.89,6.2,22.5,1.25,1064.75,32.0,22.5,17.5,84.0,1100.0,-35.25
2019,OUINHI,424.48,4,450.43,3,459.97,5,783.0,6.2,22.5,1.25,1334.88,32.0,22.5,17.5,84.0,1100.0,234.8800000000001
2020,OUINHI,507.43,2,370.77,12,211.57,10,882.49,6.2,22.5,1.25,1089.77,32.0,22.5,17.5,84.0,1100.0,-10.230000000000018
2010,ZAGNANADO,406.14,2,643.58,2,273.85,9,1035.844705882353,6.2,22.5,1.25,1323.5700000000002,32.3,22.799999999999997,17.5,84.0,1100.0,223.57000000000016
2011,ZAGNANADO,411.25,1,454.99,2,246.47,5,942.09,6.2,22.5,1.25,1112.71,32.3,22.799999999999997,17.5,84.0,1100.0,12.710000000000036
2012,ZAGNANADO,389.33,1,394.98,2,269.69,3,754.14,6.2,22.5,1.25,1054.0,32.3,22.799999999999997,17.5,84.0,1100.0,-46.0
2013,ZAGNANADO,313.36,3,262.84,6,181.7,15,896.71,6.2,22.5,1.25,757.9000000000001,32.3,22.799999999999997,17.5,84.0,1100.0,-342.0999999999999
2014,ZAGNANADO,317.54,5,512.32,3,246.29,9,752.85,6.2,22.5,1.25,1076.15,32.3,22.799999999999997,17.5,84.0,1100.0,-23.84999999999991
2015,ZAGNANADO,280.11,2,303.29,1,166.35,20,491.56,6.2,22.5,1.25,749.7500000000001,32.3,22.799999999999997,17.5,84.0,1100.0,-350.2499999999999
2016,ZAGNANADO,350.24,1,497.99,0,178.14,19,1968.5,6.2,22.5,1.25,1026.37,32.3,22.799999999999997,17.5,84.0,1100.0,-73.63000000000011
2017,ZAGNANADO,542.16,3,367.01,2,123.37,10,832.02,6.2,22.5,1.25,1032.54,32.3,22.799999999999997,17.5,84.0,1100.0,-67.46000000000004
2018,ZAGNANADO,360.68,1,693.93,3,235.78,10,913.74,6.2,22.5,1.25,1290.39,32.3,22.799999999999997,17.5,84.0,1100.0,190.38999999999987
2019,ZAGNANADO,469.43,2,607.95,2,460.2,9,893.05,6.2,22.5,1.25,1537.5800000000002,32.3,22.799999999999997,17.5,84.0,1100.0,437.58000000000015
2020,ZAGNANADO,512.38,1,408.83,12,289.35,15,812.66,6.2,22.5,1.25,1210.56,32.3,22.799999999999997,17.5,84.0,1100.0,110.55999999999996
2010,ZA-KPOTA,335.25,3,418.67,4,253.96,9,958.33,6.2,22.5,1.25,1007.88,32.2,22.700000000000003,17.5,84.0,1100.0,-92.11999999999988
2011,ZA-KPOTA,394.91,3,298.42,1,226.32,15,845.13,6.2,22.5,1.25,919.65,32.2,22.700000000000003,17.5,84.0,1100.0,-180.3499999999999
2012,ZA-KPOTA,342.93,1,249.59,5,200.89,6,592.63,6.2,22.5,1.25,793.41,32.2,22.700000000000003,17.5,84.0,1100.0,-306.59000000000003
2013,ZA-KPOTA,212.25,4,191.13,7,157.61,15,643.7,6.2,22.5,1.25,560.99,32.2,22.700000000000003,17.5,84.0,1100.0,-539.01
2014,ZA-KPOTA,241.4,10,430.31,5,159.13,19,651.6,6.2,22.5,1.25,830.84,32.2,22.700000000000003,17.5,84.0,1100.0,-269.16
2015,ZA-KPOTA,211.28,3,179.32,4,135.27,20,520.95,6.2,22.5,1.25,525.87,32.2,22.700000000000003,17.5,84.0,1100.0,-574.13
2016,ZA-KPOTA,278.73,1,287.99,1,131.98,17,388.52,6.2,22.5,1.25,698.7,32.2,22.700000000000003,17.5,84.0,1100.0,-401.3
2017,ZA-KPOTA,411.7,3,266.82,2,91.14,10,733.56,6.2,22.5,1.25,769.66,32.2,22.700000000000003,17.5,84.0,1100.0,-330.34000000000003
2018,ZA-KPOTA,307.11,2,373.21,4,166.96,15,798.8,6.2,22.5,1.25,847.28,32.2,22.700000000000003,17.5,84.0,1100.0,-252.72000000000003
2019,ZA-KPOTA,371.16,5,378.32,4,328.25,9,828.64,6.2,22.5,1.25,1077.73,32.2,22.700000000000003,17.5,84.0,1100.0,-22.269999999999985
2020,ZA-KPOTA,426.65,2,235.86,13,183.04,14,886.0,6.2,22.5,1.25,845.55,32.2,22.700000000000003,17.5,84.0,1100.0,-254.45000000000005
2010,ZOGBODOMEY,335.25,3,418.67,4,253.96,9,857.14,6.2,22.5,1.25,1007.88,31.9,22.4,17.5,84.0,1100.0,-92.11999999999988
2011,ZOGBODOMEY,394.91,3,298.42,1,226.32,15,805.61,6.2,22.5,1.25,919.65,31.9,22.4,17.5,84.0,1100.0,-180.3499999999999
2012,ZOGBODOMEY,342.93,1,249.59,5,200.89,6,885.08,6.2,22.5,1.25,793.41,31.9,22.4,17.5,84.0,1100.0,-306.59000000000003
2013,ZOGBODOMEY,212.25,4,191.13,7,157.61,15,1162.38,6.2,22.5,1.25,560.99,31.9,22.4,17.5,84.0,1100.0,-539.01
2014,ZOGBODOMEY,241.4,10,430.31,5,159.13,19,910.73,6.2,22.5,1.25,830.84,31.9,22.4,17.5,84.0,1100.0,-269.16
2015,ZOGBODOMEY,211.28,3,179.32,4,135.27,20,685.61,6.2,22.5,1.25,525.87,31.9,22.4,17.5,84.0,1100.0,-574.13
2016,ZOGBODOMEY,278.73,1,287.99,1,131.98,17,1018.03,6.2,22.5,1.25,698.7,31.9,22.4,17.5,84.0,1100.0,-401.3
2017,ZOGBODOMEY,411.7,3,266.82,2,91.14,10,882.19,6.2,22.5,1.25,769.66,31.9,22.4,17.5,84.0,1100.0,-330.34000000000003
2018,ZOGBODOMEY,307.11,2,373.21,4,166.96,15,1043.37,6.2,22.5,1.25,847.28,31.9,22.4,17.5,84.0,1100.0,-252.72000000000003
2019,ZOGBODOMEY,371.16,5,378.32,4,328.25,9,897.24,6.2,22.5,1.25,1077.73,31.9,22.4,17.5,84.0,1100.0,-22.269999999999985
2020,ZOGBODOMEY,426.65,2,235.86,13,183.04,14,935.86,6.2,22.5,1.25,845.55,31.9,22.4,17.5,84.0,1100.0,-254.45000000000005
2010,BANTÈ,340.44,2,603.12,1,205.24,20,906.67,6.2,22.5,1.25,1148.8,32.6,23.1,17.5,84.0,1100.0,48.79999999999996
2011,BANTÈ,367.36,1,521.9,0,177.26,39,702.99,6.2,22.5,1.25,1066.52,32.6,23.1,17.5,84.0,1100.0,-33.48000000000002
2012,BANTÈ,448.22,0,437.94,1,173.65,25,850.66,6.2,22.5,1.25,1059.8100000000002,32.6,23.1,17.5,84.0,1100.0,-40.18999999999983
2013,BANTÈ,300.23,7,323.0,6,150.54,20,1573.45,6.2,22.5,1.25,773.77,32.6,23.1,17.5,84.0,1100.0,-326.23
2014,BANTÈ,291.37,3,547.22,0,167.76,25,921.61,6.2,22.5,1.25,1006.35,32.6,23.1,17.5,84.0,1100.0,-93.64999999999998
2015,BANTÈ,255.14,2,437.93,1,141.32,29,778.51,6.2,22.5,1.25,834.3899999999999,32.6,23.1,17.5,84.0,1100.0,-265.6100000000001
2016,BANTÈ,431.54,1,531.57,0,95.3,39,994.15,6.2,22.5,1.25,1058.41,32.6,23.1,17.5,84.0,1100.0,-41.58999999999992
2017,BANTÈ,542.52,2,411.23,1,84.69,34,1066.96,6.2,22.5,1.25,1038.44,32.6,23.1,17.5,84.0,1100.0,-61.559999999999945
2018,BANTÈ,381.27,2,637.87,1,142.18,29,1082.52,6.2,22.5,1.25,1161.32,32.6,23.1,17.5,84.0,1100.0,61.319999999999936
2019,BANTÈ,495.7,5,438.26,1,292.83,16,1166.48,6.2,22.5,1.25,1226.79,32.6,23.1,17.5,84.0,1100.0,126.78999999999996
2020,BANTÈ,496.93,1,326.42,7,351.6,41,902.12,6.2,22.5,1.25,1174.95,32.6,23.1,17.5,84.0,1100.0,74.95000000000005
2010,DASSA-ZOUMÈ,351.86,3,506.82,4,226.15,9,1000.0,6.2,22.5,1.25,1084.8300000000002,32.4,22.9,17.5,84.0,1100.0,-15.169999999999844
2011,DASSA-ZOUMÈ,387.46,2,421.23,1,198.06,15,920.73,6.2,22.5,1.25,1006.75,32.4,22.9,17.5,84.0,1100.0,-93.25
2012,DASSA-ZOUMÈ,373.38,1,308.72,2,193.16,6,939.04,6.2,22.5,1.25,875.26,32.4,22.9,17.5,84.0,1100.0,-224.74
2013,DASSA-ZOUMÈ,255.41,7,246.77,6,167.09,17,1017.18,6.2,22.5,1.25,669.27,32.4,22.9,17.5,84.0,1100.0,-430.73
2014,DASSA-ZOUMÈ,278.63,5,504.15,3,167.4,20,1001.32,6.2,22.5,1.25,950.18,32.4,22.9,17.5,84.0,1100.0,-149.82000000000005
2015,DASSA-ZOUMÈ,251.24,2,287.84,1,137.08,20,999.3,6.2,22.5,1.25,676.16,32.4,22.9,17.5,84.0,1100.0,-423.84
2016,DASSA-ZOUMÈ,369.76,1,396.12,0,128.66,29,1036.21,6.2,22.5,1.25,894.54,32.4,22.9,17.5,84.0,1100.0,-205.46000000000004
2017,DASSA-ZOUMÈ,537.16,3,337.48,2,98.38,21,1053.81,6.2,22.5,1.25,973.02,32.4,22.9,17.5,84.0,1100.0,-126.98000000000002
2018,DASSA-ZOUMÈ,361.68,2,526.12,3,174.29,20,1249.77,6.2,22.5,1.25,1062.09,32.4,22.9,17.5,84.0,1100.0,-37.91000000000008
2019,DASSA-ZOUMÈ,434.65,5,499.85,3,344.36,9,1312.02,6.2,22.5,1.25,1278.86,32.4,22.9,17.5,84.0,1100.0,178.86000000000013
2020,DASSA-ZOUMÈ,429.69,1,279.95,12,262.03,15,1163.43,6.2,22.5,1.25,971.67,32.4,22.9,17.5,84.0,1100.0,-128.33000000000004
2010,GLAZOUÉ,375.9,2,638.85,1,247.97,18,1035.844705882353,6.2,22.5,1.25,1262.72,32.5,23.0,17.5,84.0,1100.0,162.72000000000003
2011,GLAZOUÉ,386.17,1,526.3,1,204.22,13,706.95,6.2,22.5,1.25,1116.69,32.5,23.0,17.5,84.0,1100.0,16.690000000000055
2012,GLAZOUÉ,408.75,1,453.81,2,239.28,5,1029.61,6.2,22.5,1.25,1101.84,32.5,23.0,17.5,84.0,1100.0,1.839999999999918
2013,GLAZOUÉ,319.75,3,281.74,6,173.89,15,1331.5,6.2,22.5,1.25,775.38,32.5,23.0,17.5,84.0,1100.0,-324.62
2014,GLAZOUÉ,314.32,3,552.4,1,227.21,13,971.45,6.2,22.5,1.25,1093.93,32.5,23.0,17.5,84.0,1100.0,-6.069999999999936
2015,GLAZOUÉ,288.45,2,399.3,1,171.4,29,1096.16,6.2,22.5,1.25,859.15,32.5,23.0,17.5,84.0,1100.0,-240.85
2016,GLAZOUÉ,402.78,1,537.53,0,163.08,39,1230.43,6.2,22.5,1.25,1103.39,32.5,23.0,17.5,84.0,1100.0,3.3899999999998727
2017,GLAZOUÉ,603.35,2,419.54,1,118.46,20,1137.9,6.2,22.5,1.25,1141.35,32.5,23.0,17.5,84.0,1100.0,41.350000000000136
2018,GLAZOUÉ,372.03,1,799.44,2,223.61,12,1458.51,6.2,22.5,1.25,1395.08,32.5,23.0,17.5,84.0,1100.0,295.0799999999999
2019,GLAZOUÉ,506.82,2,644.62,1,407.0,9,1512.04,6.2,22.5,1.25,1558.44,32.5,23.0,17.5,84.0,1100.0,458.44000000000005
2020,GLAZOUÉ,525.43,1,384.13,7,346.45,18,1457.18,6.2,22.5,1.25,1256.01,32.5,23.0,17.5,84.0,1100.0,156.01
2010,OUÈSSE,344.39,2,615.08,1,226.19,19,960.0,6.2,22.5,1.25,1185.66,32.6,23.1,17.5,84.0,1100.0,85.66000000000008
2011,OUÈSSE,366.78,1,517.42,1,184.86,29,817.01,6.2,22.5,1.25,1069.06,32.6,23.1,17.5,84.0,1100.0,-30.94000000000005
2012,OUÈSSE,426.12,1,498.97,1,210.14,20,697.09,6.2,22.5,1.25,1135.23,32.6,23.1,17.5,84.0,1100.0,35.23000000000002
2013,OUÈSSE,304.8,3,297.06,6,153.98,18,1119.61,6.2,22.5,1.25,755.84,32.6,23.1,17.5,84.0,1100.0,-344.16
2014,OUÈSSE,288.72,7,555.82,0,204.45,20,666.97,6.2,22.5,1.25,1048.99,32.6,23.1,17.5,84.0,1100.0,-51.00999999999999
2015,OUÈSSE,251.88,2,417.7,1,159.63,29,689.93,6.2,22.5,1.25,829.2099999999999,32.6,23.1,17.5,84.0,1100.0,-270.7900000000001
2016,OUÈSSE,398.71,1,511.87,0,133.04,39,1022.82,6.2,22.5,1.25,1043.62,32.6,23.1,17.5,84.0,1100.0,-56.38000000000011
2017,OUÈSSE,563.91,2,440.42,1,94.65,34,2182.31,6.2,22.5,1.25,1098.98,32.6,23.1,17.5,84.0,1100.0,-1.0199999999999818
2018,OUÈSSE,380.62,1,702.43,2,171.8,20,1381.84,6.2,22.5,1.25,1254.85,32.6,23.1,17.5,84.0,1100.0,154.8499999999999
2019,OUÈSSE,470.99,2,519.03,1,328.73,9,1297.69,6.2,22.5,1.25,1318.75,32.6,23.1,17.5,84.0,1100.0,218.75
2020,OUÈSSE,486.68,1,349.24,4,323.58,36,1078.1,6.2,22.5,1.25,1159.5,32.6,23.1,17.5,84.0,1100.0,59.5
2010,SAVALOU,349.51,2,579.4,1,210.64,20,883.33,6.2,22.5,1.25,1139.55,32.5,23.0,17.5,84.0,1100.0,39.54999999999996
2011,SAVALOU,372.83,1,515.11,0,178.84,37,690.86,6.2,22.5,1.25,1066.78,32.5,23.0,17.5,84.0,1100.0,-33.22000000000003
2012,SAVALOU,414.45,1,378.65,2,181.43,19,821.93,6.2,22.5,1.25,974.53,32.5,23.0,17.5,84.0,1100.0,-125.47000000000004
2013,SAVALOU,293.78,7,294.09,6,163.56,20,903.19,6.2,22.5,1.25,751.4299999999998,32.5,23.0,17.5,84.0,1100.0,-348.57000000000016
2014,SAVALOU,303.07,3,545.67,1,171.78,25,974.31,6.2,22.5,1.25,1020.52,32.5,23.0,17.5,84.0,1100.0,-79.48000000000002
2015,SAVALOU,281.39,2,406.62,1,143.41,29,782.3,6.2,22.5,1.25,831.42,32.5,23.0,17.5,84.0,1100.0,-268.58000000000004
2016,SAVALOU,437.75,1,503.65,0,119.97,39,890.28,6.2,22.5,1.25,1061.37,32.5,23.0,17.5,84.0,1100.0,-38.63000000000011
2017,SAVALOU,606.74,3,392.38,1,103.69,33,953.69,6.2,22.5,1.25,1102.81,32.5,23.0,17.5,84.0,1100.0,2.809999999999945
2018,SAVALOU,384.02,2,660.64,2,173.92,20,1029.29,6.2,22.5,1.25,1218.58,32.5,23.0,17.5,84.0,1100.0,118.57999999999991
2019,SAVALOU,503.08,5,534.08,1,331.45,16,1279.04,6.2,22.5,1.25,1368.61,32.5,23.0,17.5,84.0,1100.0,268.6100000000001
