Annee,Commune,Pluie_Semis_mm,Max_Jours_Secs_Semis,Pluie_Floraison_mm,Max_Jours_Secs_Floraison,Pluie_Maturation_mm,Max_Jours_Secs_Maturation,Rendement_kg_ha,pH_Sol,Argile_Perc,Azote_g_kg,Pluie_Totale_mm,Temp_Max_Moy_C,Temp_Min_Moy_C,Radiation_Solaire_MJ,Humidite_Relative_Perc,ETP_mm,Bilan_Hydrique_mm
2010,BOUKOUMBÉ,371.27,0,573.7,0,161.47,19,1825.91,6.2,22.5,1.25,1106.44,33.5,22.0,17.5,84.0,1100.0,6.440000000000055
2011,BOUKOUMBÉ,331.24,0,542.17,0,109.53,39,517.68,6.2,22.5,1.25,982.94,33.5,22.0,17.5,84.0,1100.0,-117.06000000000006
2012,BOUKOUMBÉ,434.73,0,461.5,0,157.92,29,551.88,6.2,22.5,1.25,1054.15,33.5,22.0,17.5,84.0,1100.0,-45.84999999999991
2013,BOUKOUMBÉ,315.12,2,346.53,1,79.95,21,596.4,6.2,22.5,1.25,741.6,33.5,22.0,17.5,84.0,1100.0,-358.4
2014,BOUKOUMBÉ,277.56,4,486.35,0,111.12,25,481.58,6.2,22.5,1.25,875.0300000000001,33.5,22.0,17.5,84.0,1100.0,-224.9699999999999
2015,BOUKOUMBÉ,336.95,2,486.98,1,145.93,29,395.97,6.2,22.5,1.25,969.86,33.5,22.0,17.5,84.0,1100.0,-130.13999999999987
2016,BOUKOUMBÉ,431.68,2,531.17,1,67.62,39,709.89,6.2,22.5,1.25,1030.4699999999998,33.5,22.0,17.5,84.0,1100.0,-69.5300000000002
2017,BOUKOUMBÉ,523.66,1,629.86,1,63.65,37,675.69,6.2,22.5,1.25,1217.17,33.5,22.0,17.5,84.0,1100.0,117.17000000000009
2018,BOUKOUMBÉ,544.76,2,417.54,1,91.86,30,721.51,6.2,22.5,1.25,1054.16,33.5,22.0,17.5,84.0,1100.0,-45.84000000000015
2019,BOUKOUMBÉ,536.61,2,504.13,1,267.88,16,746.89,6.2,22.5,1.25,1308.62,33.5,22.0,17.5,84.0,1100.0,208.6199999999999
2020,BOUKOUMBÉ,498.21,3,548.22,4,192.11,39,952.16,6.2,22.5,1.25,1238.54,33.5,22.0,17.5,84.0,1100.0,138.53999999999996
2010,COBLY,397.64,1,560.16,0,146.53,19,1187.57,6.2,22.5,1.25,1104.33,33.7,22.200000000000003,17.5,84.0,1100.0,4.329999999999927
2011,COBLY,338.66,1,573.62,1,85.2,39,526.2,6.2,22.5,1.25,997.48,33.7,22.200000000000003,17.5,84.0,1100.0,-102.51999999999998
2012,COBLY,449.34,0,512.97,0,151.73,29,646.78,6.2,22.5,1.25,1114.04,33.7,22.200000000000003,17.5,84.0,1100.0,14.039999999999964
2013,COBLY,366.99,1,388.31,0,57.37,44,727.63,6.2,22.5,1.25,812.67,33.7,22.200000000000003,17.5,84.0,1100.0,-287.33000000000004
2014,COBLY,307.96,5,497.33,1,77.69,20,745.24,6.2,22.5,1.25,882.98,33.7,22.200000000000003,17.5,84.0,1100.0,-217.02
2015,COBLY,436.83,2,659.38,1,142.24,29,430.29,6.2,22.5,1.25,1238.45,33.7,22.200000000000003,17.5,84.0,1100.0,138.45000000000005
2016,COBLY,512.23,2,635.66,2,69.03,39,939.02,6.2,22.5,1.25,1216.9199999999998,33.7,22.200000000000003,17.5,84.0,1100.0,116.91999999999985
2017,COBLY,700.06,1,628.14,1,75.42,38,786.43,6.2,22.5,1.25,1403.62,33.7,22.200000000000003,17.5,84.0,1100.0,303.6199999999999
2018,COBLY,602.03,2,513.82,1,97.48,30,823.05,6.2,22.5,1.25,1213.33,33.7,22.200000000000003,17.5,84.0,1100.0,113.32999999999991
2019,COBLY,660.86,3,516.23,1,254.41,18,911.22,6.2,22.5,1.25,1431.5000000000002,33.7,22.200000000000003,17.5,84.0,1100.0,331.5000000000002
2020,COBLY,547.56,3,610.85,3,193.4,39,773.74,6.2,22.5,1.25,1351.81,33.7,22.200000000000003,17.5,84.0,1100.0,251.81
2010,KÉROU,340.25,1,489.1,0,112.29,22,920.04,6.2,22.5,1.25,941.64,33.9,22.4,17.5,84.0,1100.0,-158.36
2011,KÉROU,283.23,1,462.98,1,76.63,39,1041.97,6.2,22.5,1.25,822.84,33.9,22.4,17.5,84.0,1100.0,-277.16
2012,KÉROU,367.84,1,441.81,0,136.93,29,834.23,6.2,22.5,1.25,946.58,33.9,22.4,17.5,84.0,1100.0,-153.42000000000007
2013,KÉROU,296.83,1,336.77,0,46.61,44,973.66,6.2,22.5,1.25,680.2099999999999,33.9,22.4,17.5,84.0,1100.0,-419.7900000000001
2014,KÉROU,245.59,5,432.43,1,59.52,25,1167.32,6.2,22.5,1.25,737.54,33.9,22.4,17.5,84.0,1100.0,-362.46
2015,KÉROU,317.81,2,610.49,0,82.28,34,928.85,6.2,22.5,1.25,1010.58,33.9,22.4,17.5,84.0,1100.0,-89.42000000000007
2016,KÉROU,389.05,2,501.9,2,42.04,39,1119.66,6.2,22.5,1.25,932.99,33.9,22.4,17.5,84.0,1100.0,-167.01
2017,KÉROU,508.55,2,435.09,2,56.42,49,1247.55,6.2,22.5,1.25,1000.06,33.9,22.4,17.5,84.0,1100.0,-99.94000000000004
2018,KÉROU,489.67,2,537.58,1,76.18,32,1145.44,6.2,22.5,1.25,1103.43,33.9,22.4,17.5,84.0,1100.0,3.430000000000064
2019,KÉROU,495.67,4,418.14,2,133.02,30,1062.44,6.2,22.5,1.25,1046.83,33.9,22.4,17.5,84.0,1100.0,-53.17000000000007
2020,KÉROU,316.5,5,523.05,1,149.13,40,1321.22,6.2,22.5,1.25,988.68,33.9,22.4,17.5,84.0,1100.0,-111.32000000000004
2010,KOUANDÉ,383.98,1,517.56,0,123.37,19,1739.13,6.2,22.5,1.25,1024.91,33.6,22.1,17.5,84.0,1100.0,-75.09000000000015
2011,KOUANDÉ,305.45,1,528.72,1,80.95,39,964.05,6.2,22.5,1.25,915.12,33.6,22.1,17.5,84.0,1100.0,-184.87999999999988
2012,KOUANDÉ,400.6,1,484.52,1,135.88,29,744.91,6.2,22.5,1.25,1021.0,33.6,22.1,17.5,84.0,1100.0,-79.0
2013,KOUANDÉ,324.7,1,354.35,0,51.24,44,783.26,6.2,22.5,1.25,730.29,33.6,22.1,17.5,84.0,1100.0,-369.71
2014,KOUANDÉ,279.2,5,486.04,0,67.44,30,873.88,6.2,22.5,1.25,832.6800000000001,33.6,22.1,17.5,84.0,1100.0,-267.31999999999994
2015,KOUANDÉ,378.37,2,629.28,1,109.08,29,981.66,6.2,22.5,1.25,1116.73,33.6,22.1,17.5,84.0,1100.0,16.730000000000018
2016,KOUANDÉ,466.68,2,600.27,2,60.89,39,916.06,6.2,22.5,1.25,1127.84,33.6,22.1,17.5,84.0,1100.0,27.840000000000146
2017,KOUANDÉ,701.67,2,595.93,1,65.92,49,917.66,6.2,22.5,1.25,1363.52,33.6,22.1,17.5,84.0,1100.0,263.52
2018,KOUANDÉ,580.31,2,559.93,1,81.96,32,846.73,6.2,22.5,1.25,1222.1999999999998,33.6,22.1,17.5,84.0,1100.0,122.19999999999982
2019,KOUANDÉ,632.83,2,494.73,2,245.74,17,789.35,6.2,22.5,1.25,1373.3,33.6,22.1,17.5,84.0,1100.0,273.29999999999995
2020,KOUANDÉ,418.44,3,536.9,3,225.89,40,1624.63,6.2,22.5,1.25,1181.23,33.6,22.1,17.5,84.0,1100.0,81.23000000000002
2010,MATÉRI,397.64,1,560.16,0,146.53,19,762.56,6.2,22.5,1.25,1104.33,34.0,22.5,17.5,84.0,1100.0,4.329999999999927
2011,MATÉRI,338.66,1,573.62,1,85.2,39,698.27,6.2,22.5,1.25,997.48,34.0,22.5,17.5,84.0,1100.0,-102.51999999999998
2012,MATÉRI,449.34,0,512.97,0,151.73,29,609.36,6.2,22.5,1.25,1114.04,34.0,22.5,17.5,84.0,1100.0,14.039999999999964
2013,MATÉRI,366.99,1,388.31,0,57.37,44,816.82,6.2,22.5,1.25,812.67,34.0,22.5,17.5,84.0,1100.0,-287.33000000000004
2014,MATÉRI,307.96,5,497.33,1,77.69,20,727.85,6.2,22.5,1.25,882.98,34.0,22.5,17.5,84.0,1100.0,-217.02
2015,MATÉRI,436.83,2,659.38,1,142.24,29,517.99,6.2,22.5,1.25,1238.45,34.0,22.5,17.5,84.0,1100.0,138.45000000000005
2016,MATÉRI,512.23,2,635.66,2,69.03,39,895.0,6.2,22.5,1.25,1216.9199999999998,34.0,22.5,17.5,84.0,1100.0,116.91999999999985
2017,MATÉRI,700.06,1,628.14,1,75.42,38,738.88,6.2,22.5,1.25,1403.62,34.0,22.5,17.5,84.0,1100.0,303.6199999999999
2018,MATÉRI,602.03,2,513.82,1,97.48,30,743.16,6.2,22.5,1.25,1213.33,34.0,22.5,17.5,84.0,1100.0,113.32999999999991
2019,MATÉRI,660.86,3,516.23,1,254.41,18,954.66,6.2,22.5,1.25,1431.5000000000002,34.0,22.5,17.5,84.0,1100.0,331.5000000000002
2020,MATÉRI,547.56,3,610.85,3,193.4,39,1140.6,6.2,22.5,1.25,1351.81,34.0,22.5,17.5,84.0,1100.0,251.81
2010,NATITINGOU,397.64,1,560.16,0,146.53,19,1890.26,6.2,22.5,1.25,1104.33,33.2,21.700000000000003,17.5,84.0,1100.0,4.329999999999927
2011,NATITINGOU,338.66,1,573.62,1,85.2,39,1084.17,6.2,22.5,1.25,997.48,33.2,21.700000000000003,17.5,84.0,1100.0,-102.51999999999998
2012,NATITINGOU,449.34,0,512.97,0,151.73,29,632.39,6.2,22.5,1.25,1114.04,33.2,21.700000000000003,17.5,84.0,1100.0,14.039999999999964
2013,NATITINGOU,366.99,1,388.31,0,57.37,44,748.68,6.2,22.5,1.25,812.67,33.2,21.700000000000003,17.5,84.0,1100.0,-287.33000000000004
2014,NATITINGOU,307.96,5,497.33,1,77.69,20,767.03,6.2,22.5,1.25,882.98,33.2,21.700000000000003,17.5,84.0,1100.0,-217.02
2015,NATITINGOU,436.83,2,659.38,1,142.24,29,896.43,6.2,22.5,1.25,1238.45,33.2,21.700000000000003,17.5,84.0,1100.0,138.45000000000005
2016,NATITINGOU,512.23,2,635.66,2,69.03,39,1040.33,6.2,22.5,1.25,1216.9199999999998,33.2,21.700000000000003,17.5,84.0,1100.0,116.91999999999985
2017,NATITINGOU,700.06,1,628.14,1,75.42,38,737.35,6.2,22.5,1.25,1403.62,33.2,21.700000000000003,17.5,84.0,1100.0,303.6199999999999
2018,NATITINGOU,602.03,2,513.82,1,97.48,30,808.92,6.2,22.5,1.25,1213.33,33.2,21.700000000000003,17.5,84.0,1100.0,113.32999999999991
2019,NATITINGOU,660.86,3,516.23,1,254.41,18,767.93,6.2,22.5,1.25,1431.5000000000002,33.2,21.700000000000003,17.5,84.0,1100.0,331.5000000000002
2020,NATITINGOU,547.56,3,610.85,3,193.4,39,1670.48,6.2,22.5,1.25,1351.81,33.2,21.700000000000003,17.5,84.0,1100.0,251.81
2010,PÉHUNCO,369.51,1,556.41,0,154.56,19,1010.38,6.2,22.5,1.25,1080.48,33.8,22.299999999999997,17.5,84.0,1100.0,-19.519999999999985
2011,PÉHUNCO,321.49,0,521.25,0,108.23,39,985.65,6.2,22.5,1.25,950.97,33.8,22.299999999999997,17.5,84.0,1100.0,-149.02999999999997
2012,PÉHUNCO,420.4,0,457.38,0,150.67,29,776.55,6.2,22.5,1.25,1028.45,33.8,22.299999999999997,17.5,84.0,1100.0,-71.54999999999995
2013,PÉHUNCO,301.61,2,337.05,1,78.49,21,805.67,6.2,22.5,1.25,717.1500000000001,33.8,22.299999999999997,17.5,84.0,1100.0,-382.8499999999999
2014,PÉHUNCO,266.05,4,491.25,0,104.91,25,781.53,6.2,22.5,1.25,862.2099999999999,33.8,22.299999999999997,17.5,84.0,1100.0,-237.79000000000008
2015,PÉHUNCO,327.38,2,480.55,1,141.53,29,970.76,6.2,22.5,1.25,949.46,33.8,22.299999999999997,17.5,84.0,1100.0,-150.53999999999996
2016,PÉHUNCO,429.02,2,528.78,1,66.88,39,1041.0,6.2,22.5,1.25,1024.6799999999998,33.8,22.299999999999997,17.5,84.0,1100.0,-75.32000000000016
2017,PÉHUNCO,527.62,1,626.84,1,64.37,37,761.85,6.2,22.5,1.25,1218.83,33.8,22.299999999999997,17.5,84.0,1100.0,118.82999999999991
2018,PÉHUNCO,541.97,2,422.63,1,90.74,30,850.07,6.2,22.5,1.25,1055.34,33.8,22.299999999999997,17.5,84.0,1100.0,-44.66000000000008
2019,PÉHUNCO,530.67,2,504.37,1,262.45,16,822.61,6.2,22.5,1.25,1297.49,33.8,22.299999999999997,17.5,84.0,1100.0,197.49
2020,PÉHUNCO,479.45,3,539.97,4,195.61,39,898.35,6.2,22.5,1.25,1215.0300000000002,33.8,22.299999999999997,17.5,84.0,1100.0,115.0300000000002
2010,TANGUIÉTA,397.64,1,560.16,0,146.53,19,952.7,6.2,22.5,1.25,1104.33,34.2,22.700000000000003,17.5,84.0,1100.0,4.329999999999927
2011,TANGUIÉTA,338.66,1,573.62,1,85.2,39,977.9,6.2,22.5,1.25,997.48,34.2,22.700000000000003,17.5,84.0,1100.0,-102.51999999999998
2012,TANGUIÉTA,449.34,0,512.97,0,151.73,29,810.08,6.2,22.5,1.25,1114.04,34.2,22.700000000000003,17.5,84.0,1100.0,14.039999999999964
2013,TANGUIÉTA,366.99,1,388.31,0,57.37,44,836.38,6.2,22.5,1.25,812.67,34.2,22.700000000000003,17.5,84.0,1100.0,-287.33000000000004
2014,TANGUIÉTA,307.96,5,497.33,1,77.69,20,724.24,6.2,22.5,1.25,882.98,34.2,22.700000000000003,17.5,84.0,1100.0,-217.02
2015,TANGUIÉTA,436.83,2,659.38,1,142.24,29,611.19,6.2,22.5,1.25,1238.45,34.2,22.700000000000003,17.5,84.0,1100.0,138.45000000000005
2016,TANGUIÉTA,512.23,2,635.66,2,69.03,39,971.29,6.2,22.5,1.25,1216.9199999999998,34.2,22.700000000000003,17.5,84.0,1100.0,116.91999999999985
2017,TANGUIÉTA,700.06,1,628.14,1,75.42,38,966.04,6.2,22.5,1.25,1403.62,34.2,22.700000000000003,17.5,84.0,1100.0,303.6199999999999
2018,TANGUIÉTA,602.03,2,513.82,1,97.48,30,746.97,6.2,22.5,1.25,1213.33,34.2,22.700000000000003,17.5,84.0,1100.0,113.32999999999991
2019,TANGUIÉTA,660.86,3,516.23,1,254.41,18,1014.59,6.2,22.5,1.25,1431.5000000000002,34.2,22.700000000000003,17.5,84.0,1100.0,331.5000000000002
2020,TANGUIÉTA,547.56,3,610.85,3,193.4,39,988.12,6.2,22.5,1.25,1351.81,34.2,22.700000000000003,17.5,84.0,1100.0,251.81
2010,TOUCOUNTOUNA,397.64,1,560.16,0,146.53,19,1380.21,6.2,22.5,1.25,1104.33,33.4,21.9,17.5,84.0,1100.0,4.329999999999927
2011,TOUCOUNTOUNA,338.66,1,573.62,1,85.2,39,742.6,6.2,22.5,1.25,997.48,33.4,21.9,17.5,84.0,1100.0,-102.51999999999998
2012,TOUCOUNTOUNA,449.34,0,512.97,0,151.73,29,964.04,6.2,22.5,1.25,1114.04,33.4,21.9,17.5,84.0,1100.0,14.039999999999964
2013,TOUCOUNTOUNA,366.99,1,388.31,0,57.37,44,743.86,6.2,22.5,1.25,812.67,33.4,21.9,17.5,84.0,1100.0,-287.33000000000004
2014,TOUCOUNTOUNA,307.96,5,497.33,1,77.69,20,827.44,6.2,22.5,1.25,882.98,33.4,21.9,17.5,84.0,1100.0,-217.02
2015,TOUCOUNTOUNA,436.83,2,659.38,1,142.24,29,946.48,6.2,22.5,1.25,1238.45,33.4,21.9,17.5,84.0,1100.0,138.45000000000005
2016,TOUCOUNTOUNA,512.23,2,635.66,2,69.03,39,1110.11,6.2,22.5,1.25,1216.9199999999998,33.4,21.9,17.5,84.0,1100.0,116.91999999999985
2017,TOUCOUNTOUNA,700.06,1,628.14,1,75.42,38,776.34,6.2,22.5,1.25,1403.62,33.4,21.9,17.5,84.0,1100.0,303.6199999999999
2018,TOUCOUNTOUNA,602.03,2,513.82,1,97.48,30,789.25,6.2,22.5,1.25,1213.33,33.4,21.9,17.5,84.0,1100.0,113.32999999999991
2019,TOUCOUNTOUNA,660.86,3,516.23,1,254.41,18,784.82,6.2,22.5,1.25,1431.5000000000002,33.4,21.9,17.5,84.0,1100.0,331.5000000000002
2020,TOUCOUNTOUNA,547.56,3,610.85,3,193.4,39,1687.34,6.2,22.5,1.25,1351.81,33.4,21.9,17.5,84.0,1100.0,251.81
2010,BASSILA,327.7,2,601.64,0,192.7,20,1003.57,6.2,22.5,1.25,1122.04,32.8,23.299999999999997,17.5,84.0,1100.0,22.039999999999964
2011,BASSILA,353.01,1,475.99,0,172.58,39,1624.31,6.2,22.5,1.25,1001.58,32.8,23.299999999999997,17.5,84.0,1100.0,-98.41999999999996
2012,BASSILA,452.72,0,454.52,1,171.38,25,703.87,6.2,22.5,1.25,1078.62,32.8,23.299999999999997,17.5,84.0,1100.0,-21.38000000000011
2013,BASSILA,277.75,7,325.58,2,136.64,20,1085.43,6.2,22.5,1.25,739.9699999999999,32.8,23.299999999999997,17.5,84.0,1100.0,-360.0300000000001
2014,BASSILA,261.98,5,505.37,0,157.55,25,768.3,6.2,22.5,1.25,924.9,32.8,23.299999999999997,17.5,84.0,1100.0,-175.0999999999999
2015,BASSILA,225.49,2,394.2,1,135.16,29,543.9,6.2,22.5,1.25,754.85,32.8,23.299999999999997,17.5,84.0,1100.0,-345.15
2016,BASSILA,410.41,2,499.64,1,69.76,39,996.41,6.2,22.5,1.25,979.81,32.8,23.299999999999997,17.5,84.0,1100.0,-120.19000000000004
2017,BASSILA,472.03,1,434.02,0,67.31,36,1084.93,6.2,22.5,1.25,973.36,32.8,23.299999999999997,17.5,84.0,1100.0,-126.6400000000001
2018,BASSILA,413.57,2,516.9,1,112.2,29,1345.08,6.2,22.5,1.25,1042.67,32.8,23.299999999999997,17.5,84.0,1100.0,-57.32999999999993
2019,BASSILA,424.84,5,388.85,1,247.1,16,1191.32,6.2,22.5,1.25,1060.79,32.8,23.299999999999997,17.5,84.0,1100.0,-39.21000000000004
